Time,Channel A,Channel B
(us),(V),(V)

552.97449359,3.28257100,3.16721100
553.29449359,3.28257100,3.16721100
553.61449358,3.28257100,3.21176800
553.93449358,3.28257100,3.16721100
554.25449358,3.28257100,3.16721100
554.57449358,3.28257100,3.16721100
554.89449358,3.28257100,3.16721100
555.21449357,3.28257100,3.21176800
555.53449357,3.28257100,3.16721100
555.85449357,3.28257100,3.16721100
556.17449357,3.28257100,3.16721100
556.49449357,0.57054350,-0.44221320
556.81449356,0.12604140,0.00335704
557.13449356,0.12604140,0.04791406
557.45449356,0.12604140,0.00335704
557.77449356,0.08163702,0.00335704
558.09449356,0.12604140,0.00335704
558.41449355,0.12604140,0.00335704
558.73449355,0.08163702,0.00335704
559.05449355,0.12604140,0.00335704
559.37449355,0.12604140,0.00335704
559.69449355,0.12604140,0.00335704
560.01449354,0.12604140,0.00335704
560.33449354,0.08163702,0.00335704
560.65449354,0.12604140,0.00335704
560.97449354,0.12604140,0.00335704
561.29449354,0.12604140,0.00335704
561.61449353,3.28257100,0.00335704
561.93449353,3.28257100,0.00335704
562.25449353,3.28257100,0.00335704
562.57449353,3.28257100,0.00335704
562.89449353,3.28257100,0.04791406
563.21449352,3.28257100,0.00335704
563.53449352,3.28257100,0.00335704
563.85449352,3.28257100,0.00335704
564.17449352,3.28257100,0.00335704
564.49449352,3.28257100,0.00335704
564.81449352,3.28257100,0.04791406
565.13449351,3.32712800,0.00335704
565.45449351,3.28257100,0.00335704
565.77449351,3.28257100,0.00335704
566.09449351,3.28257100,0.00335704
566.41449351,3.28257100,0.00335704
566.73449350,0.12604140,3.16721100
567.05449350,0.12604140,3.16721100
567.37449350,0.08163702,3.16721100
567.69449350,0.12604140,3.16721100
568.01449350,0.12604140,3.16721100
568.33449349,0.08163702,3.16721100
568.65449349,0.12604140,3.16721100
568.97449349,0.12604140,3.16721100
569.29449349,0.12604140,3.16721100
569.61449349,0.08163702,3.16721100
569.93449348,0.08163702,3.16721100
570.25449348,0.12604140,3.16721100
570.57449348,0.12604140,3.16721100
570.89449348,0.12604140,3.16721100
571.21449348,0.08163702,3.16721100
571.53449347,2.12668200,3.16721100
571.85449347,3.28257100,3.16721100
572.17449347,3.28257100,3.16721100
572.49449347,3.28257100,3.16721100
572.81449347,3.28257100,3.16721100
573.13449346,3.28257100,3.16721100
573.45449346,3.28257100,3.16721100
573.77449346,3.28257100,3.16721100
574.09449346,3.28257100,3.16721100
574.41449346,3.28257100,3.16721100
574.73449345,3.28257100,3.16721100
575.05449345,3.28257100,3.16721100
575.37449345,3.28257100,3.16721100
575.69449345,3.28257100,3.16721100
576.01449345,3.28257100,3.21176800
576.33449345,3.28257100,3.21176800
576.65449344,0.12604140,3.16721100
576.97449344,0.12604140,3.16721100
577.29449344,0.08163702,3.16721100
577.61449344,0.12604140,3.16721100
577.93449344,0.12604140,3.21176800
578.25449343,0.12604140,3.16721100
578.57449343,0.12604140,3.16721100
578.89449343,0.12604140,3.16721100
579.21449343,0.08163702,3.16721100
579.53449343,0.12604140,3.16721100
579.85449342,0.12604140,3.16721100
580.17449342,0.12604140,3.16721100
580.49449342,0.12604140,3.16721100
580.81449342,0.12604140,3.16721100
581.13449342,0.08163702,3.16721100
581.45449341,0.08163702,3.16721100
581.77449341,3.28257100,3.16721100
582.09449341,3.28257100,3.16721100
582.41449341,3.28257100,3.16721100
582.73449341,3.28257100,3.16721100
583.05449340,3.28257100,3.16721100
583.37449340,3.28257100,3.16721100
583.69449340,3.28257100,3.21176800
584.01449340,3.28257100,3.16721100
584.33449340,3.32712800,3.16721100
584.65449339,3.28257100,3.16721100
584.97449339,3.28257100,3.16721100
585.29449339,3.28257100,3.16721100
585.61449339,3.28257100,3.16721100
585.93449339,3.28257100,3.16721100
586.25449338,3.28257100,3.16721100
586.57449338,1.63762300,3.16721100
586.89449338,0.08163702,0.00335704
587.21449338,0.12604140,0.00335704
587.53449338,0.12604140,0.04791406
587.85449338,0.12604140,0.04791406
588.17449337,0.12604140,0.00335704
588.49449337,0.08163702,0.00335704
588.81449337,0.08163702,0.00335704
589.13449337,0.08163702,0.00335704
589.45449337,0.12604140,0.00335704
589.77449336,0.12604140,0.04791406
590.09449336,0.12604140,0.00335704
590.41449336,0.12604140,0.00335704
590.73449336,0.12604140,0.00335704
591.05449336,0.08163702,0.00335704
591.37449335,0.12604140,0.00335704
591.69449335,3.28257100,0.04791406
592.01449335,3.28257100,0.00335704
592.33449335,3.28257100,0.00335704
592.65449335,3.28257100,0.00335704
592.97449334,3.28257100,0.00335704
593.29449334,3.28257100,0.00335704
593.61449334,3.28257100,0.00335704
593.93449334,3.28257100,0.00335704
594.25449334,3.28257100,0.00335704
